sep=,

"Intel(R) Advisor Command Line Tool
Copyright (C) 2009-2016 Intel Corporation. All rights reserved."
"Survey Data version=1.1.0","delimiter=,"

"MPI rank:0"

"ID","Function Call Sites and Loops","","Vector Issues","Self Time","Elapsed Time","Total Time","Type","FLOPS And AVX-512 Mask Usage","GFLOPS","AI","Mask Utilization","L1 GB/s","GFLOP","FLOP Per Iteration","L1 GB","L1 Bytes Per Iteration","Why No Vectorization?","Vectorized Loops","Vector ISA","Efficiency","Gain Estimate","VL (Vector Length)","Compiler Estimated Gain","Trip Counts","Trip Counts Average","Trip Counts Min","Trip Counts Max","Trip Counts Call Count","Trip Counts Iteration Duration","Instruction Set Analysis","Traits","Data Types","Number of Vector Registers","Vector Widths","Instruction Sets","Advanced","Transformations","Unroll Factor","Multi-Pumping Factor","Vectorization Details","Optimization Details","Location","Source Location","Module"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1085]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","61310","","0.0292","48.6587","","< 0.0001","3.8927","0.0021","133.425","","AVX512","AVX512","","","8","1.20x","1","1","1","1","15750","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1085","current_deposition.F90:1085","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1085]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:1085","current_deposition.F90:1085","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1085]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","51190","","0.0286","45.478","","< 0.0001","3.63824","0.0018","127.318","","AVX512","AVX512","","","8","2.42x","1","1","1","1","14070","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1085","current_deposition.F90:1085","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1089]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float32; Float64; Int64; UInt64]","[4; 6]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:1089","current_deposition.F90:1089","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1089]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","61340","","0.0292","48.6516","","< 0.0001","3.89213","0.0021","133.411","","AVX512","AVX512","","","8","1.20x","1","1","1","1","15760","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1089","current_deposition.F90:1089","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1089]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:1089","current_deposition.F90:1089","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1089]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","51160","","0.0286","45.4836","","< 0.0001","3.63869","0.0018","127.329","","AVX512","AVX512","","","8","2.42x","1","1","1","1","14060","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1089","current_deposition.F90:1089","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1129]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float32; Float64; Int64; UInt64]","[4; 6]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:1129","current_deposition.F90:1129","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1129]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","34030","","0.0292","48.6699","","< 0.0001","3.89359","0.0012","133.446","","AVX512","AVX512","","","8","1.20x","1","1","1","1","8740","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1129","current_deposition.F90:1129","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1129]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:1129","current_deposition.F90:1129","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1129]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","28470","","0.0286","45.5083","","< 0.0001","3.64066","0.0010","127.376","","AVX512","AVX512","","","8","2.42x","1","1","1","1","7820","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1129","current_deposition.F90:1129","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1131]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float32; Float64; Int64; UInt64]","[4; 6]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:1131","current_deposition.F90:1131","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1131]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","34060","","0.0292","48.6571","","< 0.0001","3.89257","0.0012","133.422","","AVX512","AVX512","","","8","1.20x","1","1","1","1","8750","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1131","current_deposition.F90:1131","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1131]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:1131","current_deposition.F90:1131","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1131]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","28440","","0.0286","45.5186","","< 0.0001","3.64149","0.0010","127.396","","AVX512","AVX512","","","8","2.42x","1","1","1","1","7810","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1131","current_deposition.F90:1131","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1135]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float32; Float64; Int64; UInt64]","[4; 6]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:1135","current_deposition.F90:1135","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1135]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","34030","","0.0292","48.6699","","< 0.0001","3.89359","0.0012","133.446","","AVX512","AVX512","","","8","1.20x","1","1","1","1","8740","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1135","current_deposition.F90:1135","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1135]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:1135","current_deposition.F90:1135","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1135]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","28470","","0.0286","45.5083","","< 0.0001","3.64066","0.0010","127.376","","AVX512","AVX512","","","8","2.42x","1","1","1","1","7820","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1135","current_deposition.F90:1135","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1137]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float32; Float64; Int64; UInt64]","[4; 6]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:1137","current_deposition.F90:1137","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1137]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","34060","","0.0292","48.6571","","< 0.0001","3.89257","0.0012","133.422","","AVX512","AVX512","","","8","1.20x","1","1","1","1","8750","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1137","current_deposition.F90:1137","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1137]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:1137","current_deposition.F90:1137","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1137]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","28440","","0.0286","45.5186","","< 0.0001","3.64149","0.0010","127.396","","AVX512","AVX512","","","8","2.42x","1","1","1","1","7810","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1137","current_deposition.F90:1137","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1141]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float32; Float64; Int64; UInt64]","[4; 6]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:1141","current_deposition.F90:1141","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1141]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","34030","","0.0292","48.6699","","< 0.0001","3.89359","0.0012","133.446","","AVX512","AVX512","","","8","1.20x","1","1","1","1","8740","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1141","current_deposition.F90:1141","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1141]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:1141","current_deposition.F90:1141","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1141]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","28470","","0.0286","45.5083","","< 0.0001","3.64066","0.0010","127.376","","AVX512","AVX512","","","8","2.42x","1","1","1","1","7820","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1141","current_deposition.F90:1141","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1143]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float32; Float64; Int64; UInt64]","[4; 6]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:1143","current_deposition.F90:1143","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1143]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","34060","","0.0292","48.6571","","< 0.0001","3.89257","0.0012","133.422","","AVX512","AVX512","","","8","1.20x","1","1","1","1","8750","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1143","current_deposition.F90:1143","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1143]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:1143","current_deposition.F90:1143","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1143]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","28440","","0.0286","45.5186","","< 0.0001","3.64149","0.0010","127.396","","AVX512","AVX512","","","8","2.42x","1","1","1","1","7810","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1143","current_deposition.F90:1143","picsar_carl_advisor"
