sep=,

"Intel(R) Advisor Command Line Tool
Copyright (C) 2009-2016 Intel Corporation. All rights reserved."
"Survey Data version=1.1.0","delimiter=,"

"MPI rank:0"

"ID","Function Call Sites and Loops","","Vector Issues","Self Time","Elapsed Time","Total Time","Type","FLOPS And AVX-512 Mask Usage","GFLOPS","AI","Mask Utilization","L1 GB/s","GFLOP","FLOP Per Iteration","L1 GB","L1 Bytes Per Iteration","Why No Vectorization?","Vectorized Loops","Vector ISA","Efficiency","Gain Estimate","VL (Vector Length)","Compiler Estimated Gain","Trip Counts","Trip Counts Median","Trip Counts Min","Trip Counts Max","Trip Counts Call Count","Trip Counts Iteration Duration","Instruction Set Analysis","Traits","Data Types","Number of Vector Registers","Vector Widths","Instruction Sets","Advanced","Transformations","Unroll Factor","Vectorization Details","Optimization Details","Location","Source Location","Module"
"","[child]-[loop in MPID_nem_impi_create_numa_nodes_map at mpid_init.c:192]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","","cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","","0","","","","","","","","mpid_init.c:192","mpid_init.c:192","libmpi.so.12"
"","[child]-[loop in MPID_nem_impi_create_numa_nodes_map at mpid_init.c:192]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","","","","","","","","","","","","","","","","","","0","","","","","","","","mpid_init.c:192","mpid_init.c:192","libmpi.so.12"
"","[loop in MPID_nem_impi_create_numa_nodes_map at mpid_init.c:541]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Scalar Versions","","","","","","","","","","1 cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","","[0]","","","","","","","","mpid_init.c:541","mpid_init.c:541","libmpi.so.12"
"","[child]-[loop in MPID_nem_impi_create_numa_nodes_map at mpid_init.c:541]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","","0","","","","","","","","mpid_init.c:541","mpid_init.c:541","libmpi.so.12"
"","[child]-[loop in MPID_nem_impi_create_numa_nodes_map at mpid_init.c:541]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","","","","","","","","","","","","","","","","","","0","","","","","","","","mpid_init.c:541","mpid_init.c:541","libmpi.so.12"
"","[loop in xgc1_3 at main.F90:120]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized Versions","","","","","","","","","","2 inner loop was already vectorized","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float64]","[0; 1]","[512]","[AVX512F_512]","","","","[Unaligned Access in Vector Loop]","[MEMOP WAS GENERATED FOR THIS LOOP]","main.F90:120","main.F90:120","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:120]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","40","inner loop was already vectorized","","","","","","","3","3","3","3","1","","","","","0","","","","","","","MEMOP WAS GENERATED FOR THIS LOOP","main.F90:120","main.F90:120","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:120]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","2.00x","","","","","","","","","<b>Float64</b>","1","512","AVX512F_512","","","","Unaligned Access in Vector Loop","","main.F90:120","main.F90:120","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:120]","-1","","n/a","n/a","n/a","Remainder [Not Executed]","","","","","","","","","","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","","","","","","","","","Float64","1","","","","","","","","main.F90:120","main.F90:120","xgc2"
"","[loop in xgc1_3 at main.F90:121]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized Versions","","","","","","","","","","2 inner loop was already vectorized","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float64]","[0; 1]","[512]","[AVX512F_512]","","","","[Unaligned Access in Vector Loop]","[MEMOP WAS GENERATED FOR THIS LOOP]","main.F90:121","main.F90:121","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:121]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","56","inner loop was already vectorized","","","","","","","1","1","1","1","1","","","","","0","","","","","","","MEMOP WAS GENERATED FOR THIS LOOP","main.F90:121","main.F90:121","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:121]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","2.00x","","","","","","","","","<b>Float64</b>","1","512","AVX512F_512","","","","Unaligned Access in Vector Loop","","main.F90:121","main.F90:121","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:121]","-1","","n/a","n/a","n/a","Remainder [Not Executed]","","","","","","","","","","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","","","","","","","","","Float64","1","","","","","","","","main.F90:121","main.F90:121","xgc2"
"","[loop in xgc1_3 at main.F90:136]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized Versions","","","","","","","","","","2 inner loop was already vectorized","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float64]","[0; 1]","[512]","[AVX512F_512]","","","","[Unaligned Access in Vector Loop]","[MEMOP WAS GENERATED FOR THIS LOOP]","main.F90:136","main.F90:136","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:136]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","40","inner loop was already vectorized","","","","","","","3","3","3","3","1","","","","","0","","","","","","","MEMOP WAS GENERATED FOR THIS LOOP","main.F90:136","main.F90:136","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:136]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","2.00x","","","","","","","","","<b>Float64</b>","1","512","AVX512F_512","","","","Unaligned Access in Vector Loop","","main.F90:136","main.F90:136","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:136]","-1","","n/a","n/a","n/a","Remainder [Not Executed]","","","","","","","","","","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","","","","","","","","","Float64","1","","","","","","","","main.F90:136","main.F90:136","xgc2"
"","[loop in xgc1_3 at main.F90:137]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized Versions","","","","","","","","","","2 inner loop was already vectorized","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float64]","[0; 1]","[512]","[AVX512F_512]","","","","[Unaligned Access in Vector Loop]","[MEMOP WAS GENERATED FOR THIS LOOP]","main.F90:137","main.F90:137","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:137]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","56","inner loop was already vectorized","","","","","","","1","1","1","1","1","","","","","0","","","","","","","MEMOP WAS GENERATED FOR THIS LOOP","main.F90:137","main.F90:137","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:137]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","2.00x","","","","","","","","","<b>Float64</b>","1","512","AVX512F_512","","","","Unaligned Access in Vector Loop","","main.F90:137","main.F90:137","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:137]","-1","","n/a","n/a","n/a","Remainder [Not Executed]","","","","","","","","","","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","","","","","","","","","Float64","1","","","","","","","","main.F90:137","main.F90:137","xgc2"
"","[loop in xgc1_3 at main.F90:138]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized Versions","","","","","","","","","","2 inner loop was already vectorized","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float64]","[0; 1]","[512]","[AVX512F_512]","","","","[Unaligned Access in Vector Loop]","[MEMOP WAS GENERATED FOR THIS LOOP]","main.F90:138","main.F90:138","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:138]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","inner loop was already vectorized","","","","","","","","","","","","","","","","0","","","","","","","MEMOP WAS GENERATED FOR THIS LOOP","main.F90:138","main.F90:138","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:138]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","2.00x","","","","","","","","","<b>Float64</b>","1","512","AVX512F_512","","","","Unaligned Access in Vector Loop","","main.F90:138","main.F90:138","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:138]","-1","","n/a","n/a","n/a","Remainder [Not Executed]","","","","","","","","0.0037","8","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","2","2","2","2","228132","","","","Float64","1","","","","","","","","main.F90:138","main.F90:138","xgc2"
"","[loop in xgc1_3 at main.F90:139]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized Versions","","","","","","","","","","2 inner loop was already vectorized","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float64]","[0; 1]","[512]","[AVX512F_512]","","","","[Unaligned Access in Vector Loop]","[MEMOP WAS GENERATED FOR THIS LOOP]","main.F90:139","main.F90:139","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:139]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","inner loop was already vectorized","","","","","","","","","","","","","","","","0","","","","","","","MEMOP WAS GENERATED FOR THIS LOOP","main.F90:139","main.F90:139","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:139]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","2.00x","","","","","","","","","<b>Float64</b>","1","512","AVX512F_512","","","","Unaligned Access in Vector Loop","","main.F90:139","main.F90:139","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:139]","-1","","n/a","n/a","n/a","Remainder [Not Executed]","","","","","","","","0.0110","8","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","3","3","3","3","456264","","","","Float64","1","","","","","","","","main.F90:139","main.F90:139","xgc2"
"","[loop in xgc1_3 at main.F90:140]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized Versions","","","","","","","","","","2 inner loop was already vectorized","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float64]","[0; 1]","[512]","[AVX512F_512]","","","","[Unaligned Access in Vector Loop]","[MEMOP WAS GENERATED FOR THIS LOOP]","main.F90:140","main.F90:140","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:140]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","inner loop was already vectorized","","","","","","","","","","","","","","","","0","","","","","","","MEMOP WAS GENERATED FOR THIS LOOP","main.F90:140","main.F90:140","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:140]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","2.00x","","","","","","","","","<b>Float64</b>","1","512","AVX512F_512","","","","Unaligned Access in Vector Loop","","main.F90:140","main.F90:140","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:140]","-1","","n/a","n/a","n/a","Remainder [Not Executed]","","","","","","","","0.0024","8","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","2","2","2","2","152088","","","","Float64","1","","","","","","","","main.F90:140","main.F90:140","xgc2"
"","[loop in xgc1_3 at main.F90:180]","-1","2 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Remainder])","","","","","","","","","","","[AVX512]","[AVX512]","","","[8]","","","","","","","","[Gathers; Mask Manipulations]"," [Gathers; Mask Manipulations]","[Float32; Float64; Int64; UInt64]","[16; 6]","[512]","[AVX512F_512]","[Unrolled by 8]","[Unrolled]","[8]","[Masked Loop Vectorization]","[LOOP WAS UNROLLED BY 8]","main.F90:180","main.F90:180","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:180]","-1","1 Possible inefficient memory access patterns present ","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","1.84x","","","","","","","Gathers; Mask Manipulations","Gathers; Mask Manipulations","<b>Float64</b>","16","512","AVX512F_512","Unrolled by 8","Unrolled","8","","LOOP WAS UNROLLED BY 8","main.F90:180","main.F90:180","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:180]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","16","","0.1250","100","","< 0.0001","8","< 0.0001","64","","AVX512","AVX512","","","8","1.35x","2","2","2","2","1","","Gathers; Mask Manipulations","Gathers; Mask Manipulations","Float32; <b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","Masked Loop Vectorization","","main.F90:180","main.F90:180","xgc2"
"","[loop in xgc1_3 at main.F90:181]","-1","2 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Remainder])","","","","","","","","","","","[AVX512]","[AVX512]","","","[8]","","","","","","","","[Gathers; Mask Manipulations]"," [Gathers; Mask Manipulations]","[Float32; Float64; Int64; UInt64]","[16; 6]","[512]","[AVX512F_512]","[Unrolled by 8]","[Unrolled]","[8]","[Masked Loop Vectorization]","[LOOP WAS UNROLLED BY 8]","main.F90:181","main.F90:181","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:181]","-1","1 Possible inefficient memory access patterns present ","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","1.84x","","","","","","","Gathers; Mask Manipulations","Gathers; Mask Manipulations","<b>Float64</b>","16","512","AVX512F_512","Unrolled by 8","Unrolled","8","","LOOP WAS UNROLLED BY 8","main.F90:181","main.F90:181","xgc2"
"","[child]-[loop in xgc1_3 at main.F90:181]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","16","","0.1250","100","","< 0.0001","8","< 0.0001","64","","AVX512","AVX512","","","8","1.35x","2","2","2","2","1","","Gathers; Mask Manipulations","Gathers; Mask Manipulations","Float32; <b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","Masked Loop Vectorization","","main.F90:181","main.F90:181","xgc2"
